name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t,
823 2023-2024 14USU0120N 7061000012,823,2023-2024,14USU0120N,7061000012,Escolarizada,42,13,,55,0,0,,0,,,,0,
824 2023-2024 14USU0120N 7062200049,824,2023-2024,14USU0120N,7062200049,Escolarizada,40,13,,53,0,0,,0,,,,0,
825 2023-2024 14USU0120N 7103100010,825,2023-2024,14USU0120N,7103100010,Escolarizada,26,32,,58,1,2,,3,,,,0,
826 2023-2024 14USU0120N 8031300020,826,2023-2024,14USU0120N,8031300020,Escolarizada,12,13,,25,0,0,,0,,,,0,
827 2023-2024 14USU0120N 8031400010,827,2023-2024,14USU0120N,8031400010,Escolarizada,0,0,,0,0,0,,0,,,,0,
828 2023-2024 14USU0120N 8031400014,828,2023-2024,14USU0120N,8031400014,Escolarizada,6,9,,15,0,0,,0,,,,0,
829 2023-2024 14USU0120N 8041400003,829,2023-2024,14USU0120N,8041400003,Escolarizada,26,11,,37,1,0,,1,,,,0,
830 2023-2024 14USU0120N 8042000005,830,2023-2024,14USU0120N,8042000005,Escolarizada,7,10,,17,1,0,,1,,,,0,
831 2023-2024 14USU0120N 8042100051,831,2023-2024,14USU0120N,8042100051,Escolarizada,10,11,,21,0,0,,0,,,,1,
832 2023-2024 14USU0120N 8042500005,832,2023-2024,14USU0120N,8042500005,Escolarizada,23,37,,60,0,0,,0,,,,0,
833 2023-2024 14USU0120N 8062200005,833,2023-2024,14USU0120N,8062200005,Escolarizada,19,9,,28,0,0,,0,,,,2,
834 2023-2024 14USU0130U 6081100005,834,2023-2024,14USU0130U,6081100005,Escolarizada,3,3,,6,0,0,,0,,,,0,
835 2023-2024 14USU0130U 7011000002,835,2023-2024,14USU0130U,7011000002,Escolarizada,7,14,,21,0,0,,0,,,,0,
836 2023-2024 14USU0130U 7022600002,836,2023-2024,14USU0130U,7022600002,Escolarizada,0,0,,0,0,0,,0,,,,0,
837 2023-2024 14USU0130U 7031100005,837,2023-2024,14USU0130U,7031100005,Escolarizada,24,26,,50,0,0,,0,,,,0,
838 2023-2024 14USU0130U 7051100007,838,2023-2024,14USU0130U,7051100007,Escolarizada,0,0,,0,0,0,,0,,,,0,
839 2023-2024 14USU0130U 7051300013,839,2023-2024,14USU0130U,7051300013,Escolarizada,17,16,,33,0,0,,0,,,,0,
840 2023-2024 14USU0130U 7081000006,840,2023-2024,14USU0130U,7081000006,Escolarizada,2,0,,2,0,0,,0,,,,0,
841 2023-2024 14USU0130U 7081100033,841,2023-2024,14USU0130U,7081100033,Escolarizada,0,0,,0,0,0,,0,,,,0,
842 2023-2024 14USU0130U 7081100051,842,2023-2024,14USU0130U,7081100051,Escolarizada,2,2,,4,0,0,,0,,,,0,
843 2023-2024 14USU0130U 7081100056,843,2023-2024,14USU0130U,7081100056,Escolarizada,2,7,,9,0,0,,0,,,,0,
844 2023-2024 14USU0130U 7081100072,844,2023-2024,14USU0130U,7081100072,Escolarizada,0,0,,0,0,0,,0,,,,0,
845 2023-2024 14USU0130U 7095600007,845,2023-2024,14USU0130U,7095600007,Escolarizada,0,10,,10,0,0,,0,,,,0,
846 2023-2024 14USU0130U 7101500016,846,2023-2024,14USU0130U,7101500016,Escolarizada,0,0,,0,0,0,,0,,,,0,
847 2023-2024 14USU0130U 8031100002,847,2023-2024,14USU0130U,8031100002,Escolarizada,13,9,,22,0,0,,0,,,,0,
848 2023-2024 14USU0130U 8051100024,848,2023-2024,14USU0130U,8051100024,Escolarizada,0,0,,0,0,0,,0,,,,0,
849 2023-2024 14USU0130U 8051300007,849,2023-2024,14USU0130U,8051300007,Escolarizada,19,10,,29,0,0,,0,,,,0,
850 2023-2024 14USU0130U 8081100028,850,2023-2024,14USU0130U,8081100028,Escolarizada,0,0,,0,0,0,,0,,,,0,
851 2023-2024 14USU0140A 7012602002,851,2023-2024,14USU0140A,7012602002,Escolarizada,0,0,,0,0,0,,0,,,,0,
852 2023-2024 14USU0140A 7012602009,852,2023-2024,14USU0140A,7012602009,Escolarizada,0,0,,0,0,0,,0,,,,0,
853 2023-2024 14USU0140A 7021300007,853,2023-2024,14USU0140A,7021300007,Escolarizada,0,0,,0,0,0,,0,,,,0,
854 2023-2024 14USU0140A 7021400005,854,2023-2024,14USU0140A,7021400005,Escolarizada,0,0,,0,0,0,,0,,,,0,
855 2023-2024 14USU0140A 7021400038,855,2023-2024,14USU0140A,7021400038,Escolarizada,4,9,,13,0,1,,1,,,,0,
856 2023-2024 14USU0140A 7021600006,856,2023-2024,14USU0140A,7021600006,Escolarizada,5,1,,6,0,0,,0,,,,0,
857 2023-2024 14USU0140A 7021600019,857,2023-2024,14USU0140A,7021600019,Escolarizada,6,9,,15,0,1,,1,,,,0,
858 2023-2024 14USU0140A 7021600021,858,2023-2024,14USU0140A,7021600021,Escolarizada,0,0,,0,0,0,,0,,,,0,
859 2023-2024 14USU0140A 7022300036,859,2023-2024,14USU0140A,7022300036,Escolarizada,4,9,,13,0,0,,0,,,,0,
860 2023-2024 14USU0140A 7042500117,860,2023-2024,14USU0140A,7042500117,Escolarizada,14,23,,37,0,0,,0,,,,0,
861 2023-2024 14USU0140A 7073100051,861,2023-2024,14USU0140A,7073100051,Escolarizada,0,0,,0,0,0,,0,,,,0,
862 2023-2024 14USU0140A 7073100082,862,2023-2024,14USU0140A,7073100082,Escolarizada,7,12,,19,0,0,,0,,,,0,
863 2023-2024 14USU0140A 7073100088,863,2023-2024,14USU0140A,7073100088,Escolarizada,15,12,,27,0,0,,0,,,,0,
864 2023-2024 14USU0140A 7073100089,864,2023-2024,14USU0140A,7073100089,Escolarizada,15,5,,20,0,0,,0,,,,0,
865 2023-2024 14USU0140A 7103100003,865,2023-2024,14USU0140A,7103100003,Escolarizada,10,10,,20,0,0,,0,,,,0,
866 2023-2024 14USU0140A 8021000010,866,2023-2024,14USU0140A,8021000010,Escolarizada,3,3,,6,1,0,,1,,,,0,
867 2023-2024 14USU0140A 8042100049,867,2023-2024,14USU0140A,8042100049,Escolarizada,7,6,,13,0,0,,0,,,,0,
868 2023-2024 14USU0140A 8073100010,868,2023-2024,14USU0140A,8073100010,Escolarizada,26,14,,40,0,1,,1,,,,0,
869 2023-2024 14USU0150H 7011500003,869,2023-2024,14USU0150H,7011500003,Escolarizada,0,0,,0,0,0,,0,,,,0,
870 2023-2024 14USU0160O 7031100041,870,2023-2024,14USU0160O,7031100041,Escolarizada,3,8,,11,0,0,,0,,,,0,
871 2023-2024 14USU0160O 7031100253,871,2023-2024,14USU0160O,7031100253,Escolarizada,3,1,,4,0,0,,0,,,,0,
872 2023-2024 14USU0160O 7031300005,872,2023-2024,14USU0160O,7031300005,Escolarizada,2,6,,8,0,0,,0,,,,0,
873 2023-2024 14USU0160O 7031300048,873,2023-2024,14USU0160O,7031300048,Escolarizada,1,0,,1,0,0,,0,,,,0,
874 2023-2024 14USU0160O 7033100026,874,2023-2024,14USU0160O,7033100026,Escolarizada,5,5,,10,0,0,,0,,,,0,
875 2023-2024 14USU0160O 7042000002,875,2023-2024,14USU0160O,7042000002,Escolarizada,0,0,,0,0,0,,0,,,,0,
876 2023-2024 14USU0160O 7042100033,876,2023-2024,14USU0160O,7042100033,Escolarizada,3,4,,7,0,0,,0,,,,0,
877 2023-2024 14USU0160O 7052000001,877,2023-2024,14USU0160O,7052000001,Escolarizada,0,0,,0,0,0,,0,,,,0,
878 2023-2024 14USU0160O 7053100018,878,2023-2024,14USU0160O,7053100018,Escolarizada,1,0,,1,0,0,,0,,,,0,
879 2023-2024 14USU0160O 7061000002,879,2023-2024,14USU0160O,7061000002,Escolarizada,0,0,,0,0,0,,0,,,,0,
880 2023-2024 14USU0160O 7081100078,880,2023-2024,14USU0160O,7081100078,Escolarizada,4,4,,8,0,0,,0,,,,0,
881 2023-2024 14USU0160O 8031300003,881,2023-2024,14USU0160O,8031300003,Escolarizada,14,2,,16,0,0,,0,,,,0,
882 2023-2024 14USU0160O 8052000002,882,2023-2024,14USU0160O,8052000002,Escolarizada,0,0,,0,0,0,,0,,,,0,
883 2023-2024 14USU0160O 8071000012,883,2023-2024,14USU0160O,8071000012,Escolarizada,3,1,,4,0,0,,0,,,,0,
884 2023-2024 14USU0160O 8081100033,884,2023-2024,14USU0160O,8081100033,Escolarizada,0,0,,0,0,0,,0,,,,0,
885 2023-2024 14USU0190I 6091323001,885,2023-2024,14USU0190I,6091323001,Escolarizada,9,5,,14,0,0,,0,,,,0,
886 2023-2024 14USU0190I 6091326001,886,2023-2024,14USU0190I,6091326001,Escolarizada,11,16,,27,0,0,,0,,,,0,
887 2023-2024 14USU0190I 7011400011,887,2023-2024,14USU0190I,7011400011,Escolarizada,0,0,,0,0,0,,0,,,,0,
888 2023-2024 14USU0190I 7031100103,888,2023-2024,14USU0190I,7031100103,Escolarizada,0,0,,0,0,0,,0,,,,0,
889 2023-2024 14USU0190I 7033100026,889,2023-2024,14USU0190I,7033100026,Escolarizada,0,0,,0,0,0,,0,,,,0,
890 2023-2024 14USU0190I 7041200034,890,2023-2024,14USU0190I,7041200034,Escolarizada,22,23,,45,1,1,,2,,,,0,
891 2023-2024 14USU0190I 7041400008,891,2023-2024,14USU0190I,7041400008,Escolarizada,0,0,,0,0,0,,0,,,,0,
892 2023-2024 14USU0190I 7041400028,892,2023-2024,14USU0190I,7041400028,Escolarizada,0,0,,0,0,0,,0,,,,0,
893 2023-2024 14USU0190I 7042000002,893,2023-2024,14USU0190I,7042000002,Escolarizada,0,0,,0,0,0,,0,,,,0,
